component,category,subcategory,baseline_date,Spring_flag,Winter_flag,projected_fiscal_year,projected_year_number,value,actual_value,GDP,legislative_revenue_change,adjusted_projection,projection_error,projection_error_pct_actual,leg_change_pct_GDP,projection_error_pct_GDP
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2016-01-01,False,True,2018,3,21.596,22.983,20436.325,-0.908,20.688,-2.295,-9.986,-0.004,-0.011
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2016-03-01,True,False,2018,3,21.494,22.983,20436.325,-0.908,20.586,-2.397,-10.429,-0.004,-0.012
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2017-01-01,False,True,2019,3,23.365,16.672,21286.150,-7.260,16.105,-0.567,-3.401,-0.034,-0.003
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2017-06-01,True,False,2019,3,24.929,16.672,21286.150,-7.260,17.669,0.997,5.980,-0.034,0.005
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2018-04-01,False,True,2020,3,19.481,17.624,21320.225,0.000,19.481,1.857,10.537,0.000,0.009
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2018-05-01,True,False,2020,3,19.481,17.624,21320.225,0.000,19.481,1.857,10.537,0.000,0.009
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2019-01-01,False,True,2021,3,19.037,27.140,23004.125,0.000,19.037,-8.103,-29.856,0.000,-0.035
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2019-05-01,True,False,2021,3,19.037,27.140,23004.125,0.000,19.037,-8.103,-29.856,0.000,-0.035
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2020-01-01,False,True,2022,3,20.636,32.550,25517.575,0.000,20.636,-11.914,-36.602,0.000,-0.047
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2020-03-01,True,False,2022,3,20.636,32.550,25517.575,0.000,20.636,-11.914,-36.602,0.000,-0.047
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2021-02-01,False,True,2023,3,24.141,33.668,27330.050,0.000,24.141,-9.527,-28.297,0.000,-0.035
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2021-07-01,True,False,2023,3,28.331,33.668,27330.050,0.000,28.331,-5.337,-15.852,0.000,-0.020
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2022-05-01,True,True,2024,3,27.864,31.616,28828.175,0.000,27.864,-3.752,-11.867,0.000,-0.013
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1982-02-01,False,True,1985,4,5.400,6.422,4265.125,0.000,5.400,-1.022,-15.914,0.000,-0.024
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1983-02-01,False,True,1986,4,5.200,6.958,4526.250,0.250,5.450,-1.508,-21.673,0.006,-0.033
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1984-02-01,True,True,1987,4,4.600,7.493,4767.650,-0.266,4.334,-3.159,-42.159,-0.006,-0.066
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1985-02-01,True,True,1988,4,4.716,7.594,5138.550,0.609,5.325,-2.269,-29.879,0.012,-0.044
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1986-02-01,True,True,1989,4,5.072,8.745,5554.675,0.566,5.638,-3.107,-35.529,0.010,-0.056
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1987-01-01,False,True,1990,4,4.411,11.500,5898.750,2.252,6.663,-4.837,-42.061,0.038,-0.082
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1988-02-01,False,True,1991,4,8.209,11.138,6093.175,0.162,8.371,-2.767,-24.843,0.003,-0.045
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1989-01-01,True,True,1992,4,8.369,11.143,6416.250,-0.003,8.366,-2.777,-24.921,-0.000,-0.043
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1990-01-01,True,True,1993,4,10.425,12.577,6775.325,-0.049,10.376,-2.201,-17.500,-0.001,-0.032
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1991-01-01,False,True,1994,4,13.600,15.225,7176.850,0.478,14.078,-1.147,-7.534,0.007,-0.016
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1992-01-01,False,True,1995,4,13.023,14.763,7560.425,0.515,13.538,-1.225,-8.298,0.007,-0.016
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1992-03-01,True,False,1995,4,13.023,14.763,7560.425,0.515,13.538,-1.225,-8.298,0.007,-0.016
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1993-01-01,False,True,1996,4,13.028,17.189,7951.325,0.553,13.581,-3.608,-20.990,0.007,-0.045
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1993-03-01,True,False,1996,4,13.028,17.189,7951.325,0.553,13.581,-3.608,-20.990,0.007,-0.045
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1994-01-01,True,True,1997,4,15.287,19.845,8451.025,0.000,15.287,-4.558,-22.968,0.000,-0.054
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1995-01-01,True,True,1998,4,18.506,24.076,8930.800,-0.036,18.470,-5.606,-23.285,-0.000,-0.063
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1996-05-01,True,True,1999,4,18.980,27.782,9479.625,-0.948,18.032,-9.750,-35.095,-0.010,-0.103
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1997-01-01,False,True,2000,4,23.253,29.010,10117.075,-1.370,21.883,-7.127,-24.567,-0.014,-0.070
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1997-03-01,True,False,2000,4,23.253,29.010,10117.075,-1.370,21.883,-7.127,-24.567,-0.014,-0.070
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1998-01-01,False,True,2001,4,24.847,28.400,10525.725,-0.027,24.820,-3.580,-12.606,-0.000,-0.034
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1998-03-01,True,False,2001,4,24.847,28.400,10525.725,-0.027,24.820,-3.580,-12.606,-0.000,-0.034
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1999-01-01,True,True,2002,4,28.722,26.507,10828.875,-0.108,28.614,2.107,7.949,-0.001,0.019
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2000-01-01,True,True,2003,4,34.868,21.959,11278.750,-7.038,27.830,5.871,26.736,-0.062,0.052
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2001-01-01,False,True,2004,4,35.374,24.831,12028.425,-5.598,29.776,4.945,19.915,-0.047,0.041
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2001-05-01,True,False,2004,4,35.374,24.831,12028.425,-5.598,29.776,4.945,19.915,-0.047,0.041
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2002-01-01,False,True,2005,4,22.038,24.764,12839.950,0.000,22.038,-2.726,-11.008,0.000,-0.021
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2002-03-01,True,False,2005,4,22.038,24.764,12839.950,0.000,22.038,-2.726,-11.008,0.000,-0.021
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2003-01-01,False,True,2006,4,23.543,27.877,13636.750,0.000,23.543,-4.334,-15.547,0.000,-0.032
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2003-03-01,True,False,2006,4,23.543,27.877,13636.750,0.000,23.543,-4.334,-15.547,0.000,-0.032
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2004-01-01,False,True,2007,4,24.267,26.044,14305.375,0.000,24.267,-1.777,-6.823,0.000,-0.012
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2004-03-01,True,False,2007,4,24.267,26.044,14305.375,0.000,24.267,-1.777,-6.823,0.000,-0.012
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2005-01-01,False,True,2008,4,26.150,28.844,14796.575,0.001,26.151,-2.693,-9.336,0.000,-0.018
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2005-03-01,True,False,2008,4,26.150,28.844,14796.575,0.001,26.151,-2.693,-9.336,0.000,-0.018
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-01-01,False,True,2009,4,28.633,23.482,14467.300,0.006,28.639,5.157,21.962,0.000,0.036
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-03-01,True,False,2009,4,28.633,23.482,14467.300,0.006,28.639,5.157,21.962,0.000,0.036
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2007-01-01,False,True,2010,4,20.720,18.885,14884.400,0.006,20.726,1.841,9.748,0.000,0.012
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2007-03-01,True,False,2010,4,20.720,18.885,14884.400,0.006,20.726,1.841,9.748,0.000,0.012
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2008-01-01,False,True,2011,4,20.783,7.399,15466.525,-4.269,16.514,9.115,123.192,-0.028,0.059
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2008-03-01,True,False,2011,4,20.783,7.399,15466.525,-4.269,16.514,9.115,123.192,-0.028,0.059
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2009-01-01,False,True,2012,4,33.724,13.973,16109.425,-26.238,7.486,-6.487,-46.425,-0.163,-0.040
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2009-03-01,True,False,2012,4,36.632,13.973,16109.425,-26.238,10.394,-3.579,-25.614,-0.163,-0.022
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2010-01-01,False,True,2013,4,42.775,18.912,16687.775,-27.439,15.336,-3.576,-18.909,-0.164,-0.021
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2010-03-01,True,False,2013,4,42.775,18.912,16687.775,-27.439,15.336,-3.576,-18.909,-0.164,-0.021
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2011-01-01,False,True,2014,4,41.755,19.300,17428.100,-25.293,16.462,-2.838,-14.705,-0.145,-0.016
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2011-03-01,True,False,2014,4,41.755,19.300,17428.100,-25.293,16.462,-2.838,-14.705,-0.145,-0.016
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2012-01-01,False,True,2015,4,43.891,19.232,18164.250,-29.925,13.966,-5.266,-27.381,-0.165,-0.029
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2012-03-01,True,False,2015,4,43.891,19.232,18164.250,-29.925,13.966,-5.266,-27.381,-0.165,-0.029
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2013-02-01,False,True,2016,4,16.862,21.354,18641.325,0.000,16.862,-4.492,-21.036,0.000,-0.024
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2013-05-01,True,False,2016,4,16.862,21.354,18641.325,0.000,16.862,-4.492,-21.036,0.000,-0.024
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2014-02-01,False,True,2017,4,24.569,22.768,19375.175,0.000,24.569,1.801,7.910,0.000,0.009
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2014-04-01,True,False,2017,4,24.569,22.768,19375.175,0.000,24.569,1.801,7.910,0.000,0.009
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2015-01-01,False,True,2018,4,22.466,22.983,20436.325,-0.908,21.558,-1.425,-6.200,-0.004,-0.007
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2015-03-01,True,False,2018,4,22.466,22.983,20436.325,-0.908,21.558,-1.425,-6.200,-0.004,-0.007
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2016-01-01,False,True,2019,4,22.697,16.672,21286.150,-7.260,15.437,-1.235,-7.408,-0.034,-0.006
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2016-03-01,True,False,2019,4,22.618,16.672,21286.150,-7.260,15.358,-1.314,-7.881,-0.034,-0.006
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2017-01-01,False,True,2020,4,23.990,17.624,21320.225,-7.923,16.067,-1.557,-8.835,-0.037,-0.007
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2017-06-01,True,False,2020,4,25.352,17.624,21320.225,-7.923,17.429,-0.195,-1.106,-0.037,-0.001
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2018-04-01,False,True,2021,4,19.933,27.140,23004.125,0.000,19.933,-7.207,-26.555,0.000,-0.031
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2018-05-01,True,False,2021,4,19.933,27.140,23004.125,0.000,19.933,-7.207,-26.555,0.000,-0.031
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2019-01-01,False,True,2022,4,20.344,32.550,25517.575,0.000,20.344,-12.206,-37.499,0.000,-0.048
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2019-05-01,True,False,2022,4,20.344,32.550,25517.575,0.000,20.344,-12.206,-37.499,0.000,-0.048
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2020-01-01,False,True,2023,4,21.366,33.668,27330.050,0.000,21.366,-12.302,-36.539,0.000,-0.045
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2020-03-01,True,False,2023,4,21.366,33.668,27330.050,0.000,21.366,-12.302,-36.539,0.000,-0.045
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2021-02-01,False,True,2024,4,25.063,31.616,28828.175,0.000,25.063,-6.553,-20.727,0.000,-0.023
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2021-07-01,True,False,2024,4,28.292,31.616,28828.175,0.000,28.292,-3.324,-10.514,0.000,-0.012
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1982-02-01,False,True,1986,5,4.900,6.958,4526.250,0.250,5.150,-1.808,-25.984,0.006,-0.040
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1983-02-01,False,True,1987,5,4.800,7.493,4767.650,-0.266,4.534,-2.959,-39.490,-0.006,-0.062
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1984-02-01,True,True,1988,5,4.300,7.594,5138.550,1.009,5.309,-2.285,-30.090,0.020,-0.044
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1985-02-01,True,True,1989,5,4.702,8.745,5554.675,0.566,5.268,-3.477,-39.760,0.010,-0.063
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1986-02-01,True,True,1990,5,5.424,11.500,5898.750,0.362,5.786,-5.714,-49.687,0.006,-0.097
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1987-01-01,False,True,1991,5,3.872,11.138,6093.175,3.397,7.269,-3.869,-34.737,0.056,-0.063
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1988-02-01,False,True,1992,5,8.384,11.143,6416.250,0.012,8.396,-2.747,-24.652,0.000,-0.043
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1989-01-01,True,True,1993,5,8.411,12.577,6775.325,-0.043,8.368,-4.209,-33.466,-0.001,-0.062
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1990-01-01,True,True,1994,5,11.011,15.225,7176.850,0.324,11.335,-3.890,-25.550,0.005,-0.054
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1991-01-01,False,True,1995,5,14.334,14.763,7560.425,0.515,14.849,0.086,0.583,0.007,0.001
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1992-01-01,False,True,1996,5,13.674,17.189,7951.325,0.563,14.237,-2.952,-17.174,0.007,-0.037
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1992-03-01,True,False,1996,5,13.674,17.189,7951.325,0.563,14.237,-2.952,-17.174,0.007,-0.037
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1993-01-01,False,True,1997,5,13.680,19.845,8451.025,0.598,14.278,-5.567,-28.052,0.007,-0.066
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1993-03-01,True,False,1997,5,13.680,19.845,8451.025,0.598,14.278,-5.567,-28.052,0.007,-0.066
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1994-01-01,True,True,1998,5,16.052,24.076,8930.800,-0.036,16.016,-8.060,-33.477,-0.000,-0.090
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1995-01-01,True,True,1999,5,19.431,27.782,9479.625,-0.948,18.483,-9.299,-33.471,-0.010,-0.098
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1996-05-01,True,True,2000,5,19.929,29.010,10117.075,-1.370,18.559,-10.451,-36.026,-0.014,-0.103
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1997-01-01,False,True,2001,5,24.685,28.400,10525.725,-1.949,22.736,-5.664,-19.944,-0.019,-0.054
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1997-03-01,True,False,2001,5,24.685,28.400,10525.725,-1.949,22.736,-5.664,-19.944,-0.019,-0.054
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1998-01-01,False,True,2002,5,26.421,26.507,10828.875,-0.136,26.285,-0.222,-0.838,-0.001,-0.002
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1998-03-01,True,False,2002,5,26.421,26.507,10828.875,-0.136,26.285,-0.222,-0.838,-0.001,-0.002
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1999-01-01,True,True,2003,5,30.423,21.959,11278.750,-7.038,23.385,1.426,6.494,-0.062,0.013
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2000-01-01,True,True,2004,5,36.487,24.831,12028.425,-5.598,30.889,6.058,24.397,-0.047,0.050
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2001-01-01,False,True,2005,5,35.741,24.764,12839.950,-7.594,28.147,3.383,13.661,-0.059,0.026
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2001-05-01,True,False,2005,5,35.741,24.764,12839.950,-7.594,28.147,3.383,13.661,-0.059,0.026
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2002-01-01,False,True,2006,5,25.476,27.877,13636.750,0.000,25.476,-2.401,-8.613,0.000,-0.018
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2002-03-01,True,False,2006,5,25.476,27.877,13636.750,0.000,25.476,-2.401,-8.613,0.000,-0.018
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2003-01-01,False,True,2007,5,19.778,26.044,14305.375,0.000,19.778,-6.266,-24.059,0.000,-0.044
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2003-03-01,True,False,2007,5,19.778,26.044,14305.375,0.000,19.778,-6.266,-24.059,0.000,-0.044
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2004-01-01,False,True,2008,5,25.422,28.844,14796.575,0.001,25.423,-3.421,-11.860,0.000,-0.023
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2004-03-01,True,False,2008,5,25.422,28.844,14796.575,0.001,25.423,-3.421,-11.860,0.000,-0.023
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2005-01-01,False,True,2009,5,27.182,23.482,14467.300,0.006,27.188,3.706,15.782,0.000,0.026
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2005-03-01,True,False,2009,5,27.182,23.482,14467.300,0.006,27.188,3.706,15.782,0.000,0.026
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-01-01,False,True,2010,5,21.629,18.885,14884.400,0.006,21.635,2.750,14.562,0.000,0.018
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-03-01,True,False,2010,5,21.629,18.885,14884.400,0.006,21.635,2.750,14.562,0.000,0.018
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2007-01-01,False,True,2011,5,22.445,7.399,15466.525,-4.269,18.176,10.777,145.655,-0.028,0.070
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2007-03-01,True,False,2011,5,22.445,7.399,15466.525,-4.269,18.176,10.777,145.655,-0.028,0.070
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2008-01-01,False,True,2012,5,55.450,13.973,16109.425,-26.233,29.217,15.244,109.096,-0.163,0.095
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2008-03-01,True,False,2012,5,55.450,13.973,16109.425,-26.233,29.217,15.244,109.096,-0.163,0.095
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2009-01-01,False,True,2013,5,39.173,18.912,16687.775,-27.439,11.734,-7.178,-37.955,-0.164,-0.043
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2009-03-01,True,False,2013,5,42.565,18.912,16687.775,-27.439,15.126,-3.786,-20.019,-0.164,-0.023
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2010-01-01,False,True,2014,5,47.866,19.300,17428.100,-28.773,19.093,-0.207,-1.073,-0.165,-0.001
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2010-03-01,True,False,2014,5,47.866,19.300,17428.100,-28.773,19.093,-0.207,-1.073,-0.165,-0.001
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2011-01-01,False,True,2015,5,48.073,19.232,18164.250,-29.925,18.148,-1.084,-5.636,-0.165,-0.006
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2011-03-01,True,False,2015,5,48.073,19.232,18164.250,-29.925,18.148,-1.084,-5.636,-0.165,-0.006
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2012-01-01,False,True,2016,5,47.721,21.354,18641.325,-32.732,14.989,-6.365,-29.807,-0.176,-0.034
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2012-03-01,True,False,2016,5,47.721,21.354,18641.325,-32.732,14.989,-6.365,-29.807,-0.176,-0.034
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2013-02-01,False,True,2017,5,18.109,22.768,19375.175,0.000,18.109,-4.659,-20.463,0.000,-0.024
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2013-05-01,True,False,2017,5,18.109,22.768,19375.175,0.000,18.109,-4.659,-20.463,0.000,-0.024
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2014-02-01,False,True,2018,5,25.648,22.983,20436.325,-0.908,24.740,1.757,7.645,-0.004,0.009
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2014-04-01,True,False,2018,5,25.648,22.983,20436.325,-0.908,24.740,1.757,7.645,-0.004,0.009
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2015-01-01,False,True,2019,5,23.254,16.672,21286.150,-7.260,15.994,-0.678,-4.067,-0.034,-0.003
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2015-03-01,True,False,2019,5,23.254,16.672,21286.150,-7.260,15.994,-0.678,-4.067,-0.034,-0.003
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2016-01-01,False,True,2020,5,23.421,17.624,21320.225,-7.923,15.498,-2.126,-12.063,-0.037,-0.010
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2016-03-01,True,False,2020,5,23.349,17.624,21320.225,-7.923,15.426,-2.198,-12.472,-0.037,-0.010
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2017-01-01,False,True,2021,5,24.674,27.140,23004.125,-8.159,16.515,-10.625,-39.149,-0.035,-0.046
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2017-06-01,True,False,2021,5,25.783,27.140,23004.125,-8.159,17.624,-9.516,-35.063,-0.035,-0.041
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2018-04-01,False,True,2022,5,20.517,32.550,25517.575,0.000,20.517,-12.033,-36.968,0.000,-0.047
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2018-05-01,True,False,2022,5,20.517,32.550,25517.575,0.000,20.517,-12.033,-36.968,0.000,-0.047
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2019-01-01,False,True,2023,5,21.013,33.668,27330.050,0.000,21.013,-12.655,-37.588,0.000,-0.046
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2019-05-01,True,False,2023,5,21.013,33.668,27330.050,0.000,21.013,-12.655,-37.588,0.000,-0.046
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2020-01-01,False,True,2024,5,22.685,31.616,28828.175,0.000,22.685,-8.931,-28.248,0.000,-0.031
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2020-03-01,True,False,2024,5,22.685,31.616,28828.175,0.000,22.685,-8.931,-28.248,0.000,-0.031
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1982-02-01,False,True,1987,6,4.400,7.493,4767.650,-0.266,4.134,-3.359,-44.829,-0.006,-0.070
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1983-02-01,False,True,1988,6,4.400,7.594,5138.550,1.009,5.409,-2.185,-28.773,0.020,-0.043
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1984-02-01,True,True,1989,6,4.700,8.745,5554.675,0.566,5.266,-3.479,-39.783,0.010,-0.063
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1985-02-01,True,True,1990,6,5.078,11.500,5898.750,0.362,5.440,-6.060,-52.696,0.006,-0.103
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1986-02-01,True,True,1991,6,5.796,11.138,6093.175,0.816,6.612,-4.526,-40.636,0.013,-0.074
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1987-01-01,False,True,1992,6,3.327,11.143,6416.250,2.203,5.530,-5.613,-50.372,0.034,-0.087
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1988-02-01,False,True,1993,6,8.559,12.577,6775.325,-0.031,8.528,-4.049,-32.194,-0.000,-0.060
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1989-01-01,True,True,1994,6,8.495,15.225,7176.850,0.330,8.825,-6.400,-42.036,0.005,-0.089
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1990-01-01,True,True,1995,6,11.374,14.763,7560.425,0.225,11.599,-3.164,-21.432,0.003,-0.042
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1991-01-01,False,True,1996,6,15.109,17.189,7951.325,0.563,15.672,-1.517,-8.825,0.007,-0.019
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1992-01-01,False,True,1997,6,14.357,19.845,8451.025,0.628,14.985,-4.860,-24.490,0.007,-0.058
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1992-03-01,True,False,1997,6,14.357,19.845,8451.025,0.628,14.985,-4.860,-24.490,0.007,-0.058
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1993-01-01,False,True,1998,6,14.364,24.076,8930.800,0.611,14.975,-9.101,-37.801,0.007,-0.102
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1993-03-01,True,False,1998,6,14.364,24.076,8930.800,0.611,14.975,-9.101,-37.801,0.007,-0.102
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1994-01-01,True,True,1999,6,16.854,27.782,9479.625,-0.948,15.906,-11.876,-42.747,-0.010,-0.125
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1995-01-01,True,True,2000,6,20.403,29.010,10117.075,-1.370,19.033,-9.977,-34.392,-0.014,-0.099
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1996-05-01,True,True,2001,6,20.925,28.400,10525.725,-1.949,18.976,-9.424,-33.183,-0.019,-0.090
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1997-01-01,False,True,2002,6,26.206,26.507,10828.875,-2.278,23.928,-2.579,-9.730,-0.021,-0.024
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1997-03-01,True,False,2002,6,26.206,26.507,10828.875,-2.278,23.928,-2.579,-9.730,-0.021,-0.024
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1998-01-01,False,True,2003,6,27.643,21.959,11278.750,-7.068,20.575,-1.384,-6.303,-0.063,-0.012
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1998-03-01,True,False,2003,6,27.643,21.959,11278.750,-7.068,20.575,-1.384,-6.303,-0.063,-0.012
revenue,Estate and Gift Taxes,Estate and Gift Taxes,1999-01-01,True,True,2004,6,31.471,24.831,12028.425,-5.598,25.873,1.042,4.196,-0.047,0.009
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2000-01-01,True,True,2005,6,36.680,24.764,12839.950,-7.594,29.086,4.322,17.453,-0.059,0.034
