component,category,subcategory,baseline_date,Spring_flag,Winter_flag,projected_fiscal_year,projected_year_number,value
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2021-07-01,FALSE,FALSE,2023,3,28.331
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2021-07-01,FALSE,FALSE,2024,4,28.292
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2021-07-01,FALSE,FALSE,2025,5,28.686
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2021-07-01,FALSE,FALSE,2026,6,30.245
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2021-07-01,FALSE,FALSE,2027,7,44.613
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2021-07-01,FALSE,FALSE,2028,8,47.953
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2021-07-01,FALSE,FALSE,2029,9,50.026
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2021-07-01,FALSE,FALSE,2030,10,52.166
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2021-07-01,FALSE,FALSE,2031,11,54.722
revenue,Customs Duties,Customs Duties,2021-07-01,FALSE,FALSE,2020,0,68.551
revenue,Customs Duties,Customs Duties,2021-07-01,FALSE,FALSE,2021,1,80.814
revenue,Customs Duties,Customs Duties,2021-07-01,FALSE,FALSE,2022,2,87.567
revenue,Customs Duties,Customs Duties,2021-07-01,FALSE,FALSE,2023,3,88.951
revenue,Customs Duties,Customs Duties,2021-07-01,FALSE,FALSE,2024,4,89.777
revenue,Customs Duties,Customs Duties,2021-07-01,FALSE,FALSE,2025,5,90.485
revenue,Customs Duties,Customs Duties,2021-07-01,FALSE,FALSE,2026,6,91.531
revenue,Customs Duties,Customs Duties,2021-07-01,FALSE,FALSE,2027,7,92.428
revenue,Customs Duties,Customs Duties,2021-07-01,FALSE,FALSE,2028,8,93.594
revenue,Customs Duties,Customs Duties,2021-07-01,FALSE,FALSE,2029,9,94.736
revenue,Customs Duties,Customs Duties,2021-07-01,FALSE,FALSE,2030,10,95.776
revenue,Customs Duties,Customs Duties,2021-07-01,FALSE,FALSE,2031,11,97.086
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2021-07-01,FALSE,FALSE,2020,0,117.747
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2021-07-01,FALSE,FALSE,2021,1,124.886
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2021-07-01,FALSE,FALSE,2022,2,152.329
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2021-07-01,FALSE,FALSE,2023,3,175.897
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2021-07-01,FALSE,FALSE,2024,4,168.873
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2021-07-01,FALSE,FALSE,2025,5,149.782
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2021-07-01,FALSE,FALSE,2026,6,141.254
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2021-07-01,FALSE,FALSE,2027,7,137.774
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2021-07-01,FALSE,FALSE,2028,8,129.998
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2021-07-01,FALSE,FALSE,2029,9,127.996
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2021-07-01,FALSE,FALSE,2030,10,128.6
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2021-07-01,FALSE,FALSE,2031,11,135.763
revenue,Total,Total,2022-05-01,FALSE,TRUE,2020,-1,3421.164
revenue,Total,Total,2022-05-01,FALSE,TRUE,2021,0,4047.112
revenue,Total,Total,2022-05-01,FALSE,TRUE,2022,1,4836.043
revenue,Total,Total,2022-05-01,FALSE,TRUE,2023,2,4889.603
revenue,Total,Total,2022-05-01,FALSE,TRUE,2024,3,4923.885
revenue,Total,Total,2022-05-01,FALSE,TRUE,2025,4,4981.519
revenue,Total,Total,2022-05-01,FALSE,TRUE,2026,5,5279.723
revenue,Total,Total,2022-05-01,FALSE,TRUE,2027,6,5548.434
revenue,Total,Total,2022-05-01,FALSE,TRUE,2028,7,5715.635
revenue,Total,Total,2022-05-01,FALSE,TRUE,2029,8,5933.972
revenue,Total,Total,2022-05-01,FALSE,TRUE,2030,9,6161.335
revenue,Total,Total,2022-05-01,FALSE,TRUE,2031,10,6401.805
revenue,Total,Total,2022-05-01,FALSE,TRUE,2032,11,6662.069
revenue,Individual Income Taxes,Individual Income Taxes,2022-05-01,FALSE,TRUE,2020,-1,1608.663
revenue,Individual Income Taxes,Individual Income Taxes,2022-05-01,FALSE,TRUE,2021,0,2044.377
revenue,Individual Income Taxes,Individual Income Taxes,2022-05-01,FALSE,TRUE,2022,1,2622.505
revenue,Individual Income Taxes,Individual Income Taxes,2022-05-01,FALSE,TRUE,2023,2,2578.828
revenue,Individual Income Taxes,Individual Income Taxes,2022-05-01,FALSE,TRUE,2024,3,2541.695
revenue,Individual Income Taxes,Individual Income Taxes,2022-05-01,FALSE,TRUE,2025,4,2539.121
revenue,Individual Income Taxes,Individual Income Taxes,2022-05-01,FALSE,TRUE,2026,5,2770.943
revenue,Individual Income Taxes,Individual Income Taxes,2022-05-01,FALSE,TRUE,2027,6,2969.593
revenue,Individual Income Taxes,Individual Income Taxes,2022-05-01,FALSE,TRUE,2028,7,3049.303
revenue,Individual Income Taxes,Individual Income Taxes,2022-05-01,FALSE,TRUE,2029,8,3169.963
revenue,Individual Income Taxes,Individual Income Taxes,2022-05-01,FALSE,TRUE,2030,9,3300.931
revenue,Individual Income Taxes,Individual Income Taxes,2022-05-01,FALSE,TRUE,2031,10,3435.526
revenue,Individual Income Taxes,Individual Income Taxes,2022-05-01,FALSE,TRUE,2032,11,3582.494
revenue,Corporate Income Taxes,Corporate Income Taxes,2022-05-01,FALSE,TRUE,2020,-1,211.845
revenue,Corporate Income Taxes,Corporate Income Taxes,2022-05-01,FALSE,TRUE,2021,0,371.831
revenue,Corporate Income Taxes,Corporate Income Taxes,2022-05-01,FALSE,TRUE,2022,1,394.8
revenue,Corporate Income Taxes,Corporate Income Taxes,2022-05-01,FALSE,TRUE,2023,2,456.129
revenue,Corporate Income Taxes,Corporate Income Taxes,2022-05-01,FALSE,TRUE,2024,3,478.021
revenue,Corporate Income Taxes,Corporate Income Taxes,2022-05-01,FALSE,TRUE,2025,4,483.158
revenue,Corporate Income Taxes,Corporate Income Taxes,2022-05-01,FALSE,TRUE,2026,5,472.994
revenue,Corporate Income Taxes,Corporate Income Taxes,2022-05-01,FALSE,TRUE,2027,6,456.852
revenue,Corporate Income Taxes,Corporate Income Taxes,2022-05-01,FALSE,TRUE,2028,7,461.023
revenue,Corporate Income Taxes,Corporate Income Taxes,2022-05-01,FALSE,TRUE,2029,8,470.434
revenue,Corporate Income Taxes,Corporate Income Taxes,2022-05-01,FALSE,TRUE,2030,9,480.083
revenue,Corporate Income Taxes,Corporate Income Taxes,2022-05-01,FALSE,TRUE,2031,10,491.022
revenue,Corporate Income Taxes,Corporate Income Taxes,2022-05-01,FALSE,TRUE,2032,11,505.16
revenue,Payroll Taxes,Payroll Taxes,2022-05-01,FALSE,TRUE,2020,-1,1309.955
revenue,Payroll Taxes,Payroll Taxes,2022-05-01,FALSE,TRUE,2021,0,1314.088
revenue,Payroll Taxes,Payroll Taxes,2022-05-01,FALSE,TRUE,2022,1,1464.593
revenue,Payroll Taxes,Payroll Taxes,2022-05-01,FALSE,TRUE,2023,2,1571.68
revenue,Payroll Taxes,Payroll Taxes,2022-05-01,FALSE,TRUE,2024,3,1624.982
revenue,Payroll Taxes,Payroll Taxes,2022-05-01,FALSE,TRUE,2025,4,1669.042
revenue,Payroll Taxes,Payroll Taxes,2022-05-01,FALSE,TRUE,2026,5,1725.508
revenue,Payroll Taxes,Payroll Taxes,2022-05-01,FALSE,TRUE,2027,6,1786.446
revenue,Payroll Taxes,Payroll Taxes,2022-05-01,FALSE,TRUE,2028,7,1853.429
revenue,Payroll Taxes,Payroll Taxes,2022-05-01,FALSE,TRUE,2029,8,1923.196
revenue,Payroll Taxes,Payroll Taxes,2022-05-01,FALSE,TRUE,2030,9,1995.49
revenue,Payroll Taxes,Payroll Taxes,2022-05-01,FALSE,TRUE,2031,10,2071.787
revenue,Payroll Taxes,Payroll Taxes,2022-05-01,FALSE,TRUE,2032,11,2150.231
revenue,Excise Taxes,Excise Taxes,2022-05-01,FALSE,TRUE,2020,-1,86.78
revenue,Excise Taxes,Excise Taxes,2022-05-01,FALSE,TRUE,2021,0,75.274
revenue,Excise Taxes,Excise Taxes,2022-05-01,FALSE,TRUE,2022,1,87.555
revenue,Excise Taxes,Excise Taxes,2022-05-01,FALSE,TRUE,2023,2,90.246
revenue,Excise Taxes,Excise Taxes,2022-05-01,FALSE,TRUE,2024,3,93.706
revenue,Excise Taxes,Excise Taxes,2022-05-01,FALSE,TRUE,2025,4,92.66
revenue,Excise Taxes,Excise Taxes,2022-05-01,FALSE,TRUE,2026,5,92.604
revenue,Excise Taxes,Excise Taxes,2022-05-01,FALSE,TRUE,2027,6,92.781
revenue,Excise Taxes,Excise Taxes,2022-05-01,FALSE,TRUE,2028,7,93.237
revenue,Excise Taxes,Excise Taxes,2022-05-01,FALSE,TRUE,2029,8,93.832
revenue,Excise Taxes,Excise Taxes,2022-05-01,FALSE,TRUE,2030,9,94.468
revenue,Excise Taxes,Excise Taxes,2022-05-01,FALSE,TRUE,2031,10,95.06
revenue,Excise Taxes,Excise Taxes,2022-05-01,FALSE,TRUE,2032,11,95.754
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2022-05-01,FALSE,TRUE,2020,-1,17.624
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2022-05-01,FALSE,TRUE,2021,0,27.14
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2022-05-01,FALSE,TRUE,2022,1,29.26
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2022-05-01,FALSE,TRUE,2023,2,29.058
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2022-05-01,FALSE,TRUE,2024,3,27.864
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2022-05-01,FALSE,TRUE,2025,4,27.779
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2022-05-01,FALSE,TRUE,2026,5,29.073
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2022-05-01,FALSE,TRUE,2027,6,42.697
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2022-05-01,FALSE,TRUE,2028,7,45.766
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2022-05-01,FALSE,TRUE,2029,8,48.62
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2022-05-01,FALSE,TRUE,2030,9,51.805
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2022-05-01,FALSE,TRUE,2031,10,55.53
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2022-05-01,FALSE,TRUE,2032,11,59.733
revenue,Customs Duties,Customs Duties,2022-05-01,FALSE,TRUE,2020,-1,68.551
revenue,Customs Duties,Customs Duties,2022-05-01,FALSE,TRUE,2021,0,79.985
revenue,Customs Duties,Customs Duties,2022-05-01,FALSE,TRUE,2022,1,94.794
revenue,Customs Duties,Customs Duties,2022-05-01,FALSE,TRUE,2023,2,99.259
revenue,Customs Duties,Customs Duties,2022-05-01,FALSE,TRUE,2024,3,100.393
revenue,Customs Duties,Customs Duties,2022-05-01,FALSE,TRUE,2025,4,100.893
revenue,Customs Duties,Customs Duties,2022-05-01,FALSE,TRUE,2026,5,101.92
revenue,Customs Duties,Customs Duties,2022-05-01,FALSE,TRUE,2027,6,102.739
revenue,Customs Duties,Customs Duties,2022-05-01,FALSE,TRUE,2028,7,103.927
revenue,Customs Duties,Customs Duties,2022-05-01,FALSE,TRUE,2029,8,105.333
revenue,Customs Duties,Customs Duties,2022-05-01,FALSE,TRUE,2030,9,106.828
revenue,Customs Duties,Customs Duties,2022-05-01,FALSE,TRUE,2031,10,108.523
revenue,Customs Duties,Customs Duties,2022-05-01,FALSE,TRUE,2032,11,110.018
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2022-05-01,FALSE,TRUE,2020,-1,117.746
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2022-05-01,FALSE,TRUE,2021,0,134.417
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2022-05-01,FALSE,TRUE,2022,1,142.536
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2022-05-01,FALSE,TRUE,2023,2,64.403
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2022-05-01,FALSE,TRUE,2024,3,57.224
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2022-05-01,FALSE,TRUE,2025,4,68.866
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2022-05-01,FALSE,TRUE,2026,5,86.681
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2022-05-01,FALSE,TRUE,2027,6,97.326
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2022-05-01,FALSE,TRUE,2028,7,108.95
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2022-05-01,FALSE,TRUE,2029,8,122.594
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2022-05-01,FALSE,TRUE,2030,9,131.73
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2022-05-01,FALSE,TRUE,2031,10,144.357
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2022-05-01,FALSE,TRUE,2032,11,158.679
revenue,Total,Total,2023-02-01,FALSE,TRUE,2022,0,4896.119
revenue,Total,Total,2023-02-01,FALSE,TRUE,2023,1,4811.672
revenue,Total,Total,2023-02-01,FALSE,TRUE,2024,2,4838.431
revenue,Total,Total,2023-02-01,FALSE,TRUE,2025,3,4966.39
revenue,Total,Total,2023-02-01,FALSE,TRUE,2026,4,5309.864
revenue,Total,Total,2023-02-01,FALSE,TRUE,2027,5,5654.589
revenue,Total,Total,2023-02-01,FALSE,TRUE,2028,6,5916.246
revenue,Total,Total,2023-02-01,FALSE,TRUE,2029,7,6139.022
revenue,Total,Total,2023-02-01,FALSE,TRUE,2030,8,6364.154
revenue,Total,Total,2023-02-01,FALSE,TRUE,2031,9,6602.822
revenue,Total,Total,2023-02-01,FALSE,TRUE,2032,10,6837.503
revenue,Total,Total,2023-02-01,FALSE,TRUE,2033,11,7097.73
revenue,Individual Income Taxes,Individual Income Taxes,2023-02-01,FALSE,TRUE,2022,0,2632.145
revenue,Individual Income Taxes,Individual Income Taxes,2023-02-01,FALSE,TRUE,2023,1,2522.719
revenue,Individual Income Taxes,Individual Income Taxes,2023-02-01,FALSE,TRUE,2024,2,2467.026
revenue,Individual Income Taxes,Individual Income Taxes,2023-02-01,FALSE,TRUE,2025,3,2510.951
revenue,Individual Income Taxes,Individual Income Taxes,2023-02-01,FALSE,TRUE,2026,4,2764.112
revenue,Individual Income Taxes,Individual Income Taxes,2023-02-01,FALSE,TRUE,2027,5,3017.834
revenue,Individual Income Taxes,Individual Income Taxes,2023-02-01,FALSE,TRUE,2028,6,3121.471
revenue,Individual Income Taxes,Individual Income Taxes,2023-02-01,FALSE,TRUE,2029,7,3246.048
revenue,Individual Income Taxes,Individual Income Taxes,2023-02-01,FALSE,TRUE,2030,8,3377.483
revenue,Individual Income Taxes,Individual Income Taxes,2023-02-01,FALSE,TRUE,2031,9,3514.779
revenue,Individual Income Taxes,Individual Income Taxes,2023-02-01,FALSE,TRUE,2032,10,3649.581
revenue,Individual Income Taxes,Individual Income Taxes,2023-02-01,FALSE,TRUE,2033,11,3803.041
revenue,Corporate Income Taxes,Corporate Income Taxes,2023-02-01,FALSE,TRUE,2022,0,424.865
revenue,Corporate Income Taxes,Corporate Income Taxes,2023-02-01,FALSE,TRUE,2023,1,475.38
revenue,Corporate Income Taxes,Corporate Income Taxes,2023-02-01,FALSE,TRUE,2024,2,478.517
revenue,Corporate Income Taxes,Corporate Income Taxes,2023-02-01,FALSE,TRUE,2025,3,488.591
revenue,Corporate Income Taxes,Corporate Income Taxes,2023-02-01,FALSE,TRUE,2026,4,494.542
revenue,Corporate Income Taxes,Corporate Income Taxes,2023-02-01,FALSE,TRUE,2027,5,494.277
revenue,Corporate Income Taxes,Corporate Income Taxes,2023-02-01,FALSE,TRUE,2028,6,505.666
revenue,Corporate Income Taxes,Corporate Income Taxes,2023-02-01,FALSE,TRUE,2029,7,514.1
revenue,Corporate Income Taxes,Corporate Income Taxes,2023-02-01,FALSE,TRUE,2030,8,520.36
revenue,Corporate Income Taxes,Corporate Income Taxes,2023-02-01,FALSE,TRUE,2031,9,526.912
revenue,Corporate Income Taxes,Corporate Income Taxes,2023-02-01,FALSE,TRUE,2032,10,527.173
revenue,Corporate Income Taxes,Corporate Income Taxes,2023-02-01,FALSE,TRUE,2033,11,539.307
revenue,Payroll Taxes,Payroll Taxes,2023-02-01,FALSE,TRUE,2022,0,1483.527
revenue,Payroll Taxes,Payroll Taxes,2023-02-01,FALSE,TRUE,2023,1,1562.308
revenue,Payroll Taxes,Payroll Taxes,2023-02-01,FALSE,TRUE,2024,2,1632.919
revenue,Payroll Taxes,Payroll Taxes,2023-02-01,FALSE,TRUE,2025,3,1702.795
revenue,Payroll Taxes,Payroll Taxes,2023-02-01,FALSE,TRUE,2026,4,1778.408
revenue,Payroll Taxes,Payroll Taxes,2023-02-01,FALSE,TRUE,2027,5,1849.482
revenue,Payroll Taxes,Payroll Taxes,2023-02-01,FALSE,TRUE,2028,6,1920.416
revenue,Payroll Taxes,Payroll Taxes,2023-02-01,FALSE,TRUE,2029,7,1993.216
revenue,Payroll Taxes,Payroll Taxes,2023-02-01,FALSE,TRUE,2030,8,2068.162
revenue,Payroll Taxes,Payroll Taxes,2023-02-01,FALSE,TRUE,2031,9,2146.652
revenue,Payroll Taxes,Payroll Taxes,2023-02-01,FALSE,TRUE,2032,10,2226.168
revenue,Payroll Taxes,Payroll Taxes,2023-02-01,FALSE,TRUE,2033,11,2306.533
revenue,Excise Taxes,Excise Taxes,2023-02-01,FALSE,TRUE,2022,0,87.726
revenue,Excise Taxes,Excise Taxes,2023-02-01,FALSE,TRUE,2023,1,90.506
revenue,Excise Taxes,Excise Taxes,2023-02-01,FALSE,TRUE,2024,2,101.1
revenue,Excise Taxes,Excise Taxes,2023-02-01,FALSE,TRUE,2025,3,100.248
revenue,Excise Taxes,Excise Taxes,2023-02-01,FALSE,TRUE,2026,4,100.895
revenue,Excise Taxes,Excise Taxes,2023-02-01,FALSE,TRUE,2027,5,101.644
revenue,Excise Taxes,Excise Taxes,2023-02-01,FALSE,TRUE,2028,6,102.527
revenue,Excise Taxes,Excise Taxes,2023-02-01,FALSE,TRUE,2029,7,103.309
revenue,Excise Taxes,Excise Taxes,2023-02-01,FALSE,TRUE,2030,8,104.264
revenue,Excise Taxes,Excise Taxes,2023-02-01,FALSE,TRUE,2031,9,105.216
revenue,Excise Taxes,Excise Taxes,2023-02-01,FALSE,TRUE,2032,10,106.279
revenue,Excise Taxes,Excise Taxes,2023-02-01,FALSE,TRUE,2033,11,107.27
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2023-02-01,FALSE,TRUE,2022,0,32.55
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2023-02-01,FALSE,TRUE,2023,1,26.509
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2023-02-01,FALSE,TRUE,2024,2,24.765
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2023-02-01,FALSE,TRUE,2025,3,24.362
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2023-02-01,FALSE,TRUE,2026,4,25.985
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2023-02-01,FALSE,TRUE,2027,5,38.619
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2023-02-01,FALSE,TRUE,2028,6,41.993
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2023-02-01,FALSE,TRUE,2029,7,44.24
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2023-02-01,FALSE,TRUE,2030,8,46.763
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2023-02-01,FALSE,TRUE,2031,9,49.584
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2023-02-01,FALSE,TRUE,2032,10,53.131
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2023-02-01,FALSE,TRUE,2033,11,56.784
revenue,Customs Duties,Customs Duties,2023-02-01,FALSE,TRUE,2022,0,99.908
revenue,Customs Duties,Customs Duties,2023-02-01,FALSE,TRUE,2023,1,98.747
revenue,Customs Duties,Customs Duties,2023-02-01,FALSE,TRUE,2024,2,96.874
revenue,Customs Duties,Customs Duties,2023-02-01,FALSE,TRUE,2025,3,98.478
revenue,Customs Duties,Customs Duties,2023-02-01,FALSE,TRUE,2026,4,101
revenue,Customs Duties,Customs Duties,2023-02-01,FALSE,TRUE,2027,5,102.789
revenue,Customs Duties,Customs Duties,2023-02-01,FALSE,TRUE,2028,6,104.211
revenue,Customs Duties,Customs Duties,2023-02-01,FALSE,TRUE,2029,7,105.222
revenue,Customs Duties,Customs Duties,2023-02-01,FALSE,TRUE,2030,8,106.221
revenue,Customs Duties,Customs Duties,2023-02-01,FALSE,TRUE,2031,9,107.367
revenue,Customs Duties,Customs Duties,2023-02-01,FALSE,TRUE,2032,10,108.505
revenue,Customs Duties,Customs Duties,2023-02-01,FALSE,TRUE,2033,11,109.639
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2023-02-01,FALSE,TRUE,2022,0,135.398
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2023-02-01,FALSE,TRUE,2023,1,35.503
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2023-02-01,FALSE,TRUE,2024,2,37.23
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2023-02-01,FALSE,TRUE,2025,3,40.965
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2023-02-01,FALSE,TRUE,2026,4,44.922
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2023-02-01,FALSE,TRUE,2027,5,49.944
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2023-02-01,FALSE,TRUE,2028,6,119.962
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2023-02-01,FALSE,TRUE,2029,7,132.887
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2023-02-01,FALSE,TRUE,2030,8,140.901
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2023-02-01,FALSE,TRUE,2031,9,152.312
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2023-02-01,FALSE,TRUE,2032,10,166.666
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2023-02-01,FALSE,TRUE,2033,11,175.156
revenue,Total,Total,1987-02-01,FALSE,FALSE,1987,1,834.099
revenue,Total,Total,1987-02-01,FALSE,FALSE,1988,2,900.451
revenue,Total,Total,1987-02-01,FALSE,FALSE,1989,3,961.992
revenue,Total,Total,1987-02-01,FALSE,FALSE,1990,4,1051.031
revenue,Total,Total,1987-02-01,FALSE,FALSE,1991,5,1138.912
revenue,Total,Total,1987-02-01,FALSE,FALSE,1992,6,1222.454
revenue,Total,Total,1988-03-01,FALSE,FALSE,1988,1,898.469
revenue,Total,Total,1988-03-01,FALSE,FALSE,1989,2,954.246
revenue,Total,Total,1988-03-01,FALSE,FALSE,1990,3,1036.35
revenue,Total,Total,1988-03-01,FALSE,FALSE,1991,4,1111.397
revenue,Total,Total,1988-03-01,FALSE,FALSE,1992,5,1180.617
revenue,Total,Total,1988-03-01,FALSE,FALSE,1993,6,1261.284
revenue,Total,Total,1991-03-01,FALSE,FALSE,1991,1,1092.79
revenue,Total,Total,1991-03-01,FALSE,FALSE,1992,2,1169.213
revenue,Total,Total,1991-03-01,FALSE,FALSE,1993,3,1250.736
revenue,Total,Total,1991-03-01,FALSE,FALSE,1994,4,1331.488
revenue,Total,Total,1991-03-01,FALSE,FALSE,1995,5,1415.408
revenue,Total,Total,1991-03-01,FALSE,FALSE,1996,6,1495.413
revenue,Total,Total,1992-03-01,FALSE,FALSE,1992,1,1087.818
revenue,Total,Total,1992-03-01,FALSE,FALSE,1993,2,1173.438
revenue,Total,Total,1992-03-01,FALSE,FALSE,1994,3,1261.578
revenue,Total,Total,1992-03-01,FALSE,FALSE,1995,4,1339.908
revenue,Total,Total,1992-03-01,FALSE,FALSE,1996,5,1413.145
revenue,Total,Total,1992-03-01,FALSE,FALSE,1997,6,1489.916
revenue,Total,Total,1993-03-01,FALSE,FALSE,1993,1,1141.898
revenue,Total,Total,1993-03-01,FALSE,FALSE,1994,2,1214.415
revenue,Total,Total,1993-03-01,FALSE,FALSE,1995,3,1289.752
revenue,Total,Total,1993-03-01,FALSE,FALSE,1996,4,1355.343
revenue,Total,Total,1993-03-01,FALSE,FALSE,1997,5,1412.667
revenue,Total,Total,1993-03-01,FALSE,FALSE,1998,6,1480.469
revenue,Total,Total,1993-03-01,FALSE,FALSE,1999,7,1538.302
revenue,Total,Total,1993-03-01,FALSE,FALSE,2000,8,1598.488
revenue,Total,Total,1993-03-01,FALSE,FALSE,2001,9,1662.942
revenue,Total,Total,1993-03-01,FALSE,FALSE,2002,10,1731.145
revenue,Total,Total,1993-03-01,FALSE,FALSE,2003,11,1802.497
revenue,Total,Total,1997-03-01,FALSE,FALSE,1997,1,1506.902
revenue,Total,Total,1997-03-01,FALSE,FALSE,1998,2,1566.472
revenue,Total,Total,1997-03-01,FALSE,FALSE,1999,3,1633.164
revenue,Total,Total,1997-03-01,FALSE,FALSE,2000,4,1704.903
revenue,Total,Total,1997-03-01,FALSE,FALSE,2001,5,1780.617
revenue,Total,Total,1997-03-01,FALSE,FALSE,2002,6,1860.153
revenue,Total,Total,1997-03-01,FALSE,FALSE,2003,7,1943.239
revenue,Total,Total,1997-03-01,FALSE,FALSE,2004,8,2033.14
revenue,Total,Total,1997-03-01,FALSE,FALSE,2005,9,2127.443
revenue,Total,Total,1997-03-01,FALSE,FALSE,2006,10,2226.812
revenue,Total,Total,1997-03-01,FALSE,FALSE,2007,11,2332.891
outlay,Total,Total,1984-02-01,TRUE,FALSE,1984,1,867.6
outlay,Total,Total,1984-02-01,TRUE,FALSE,1985,2,944.9
outlay,Total,Total,1984-02-01,TRUE,FALSE,1986,3,1026
outlay,Total,Total,1984-02-01,TRUE,FALSE,1987,4,1124.1
outlay,Total,Total,1984-02-01,TRUE,FALSE,1988,5,1232.7
outlay,Total,Total,1984-02-01,TRUE,FALSE,1989,6,1338.7
outlay,Total,Total,1985-02-01,TRUE,FALSE,1985,1,949.658
outlay,Total,Total,1985-02-01,TRUE,FALSE,1986,2,1007.952
outlay,Total,Total,1985-02-01,TRUE,FALSE,1987,3,1095.254
outlay,Total,Total,1985-02-01,TRUE,FALSE,1988,4,1191.247
outlay,Total,Total,1985-02-01,TRUE,FALSE,1989,5,1284.085
outlay,Total,Total,1985-02-01,TRUE,FALSE,1990,6,1389.707
outlay,Total,Total,1986-02-01,TRUE,FALSE,1986,1,986.697
outlay,Total,Total,1986-02-01,TRUE,FALSE,1987,2,1026.669
outlay,Total,Total,1986-02-01,TRUE,FALSE,1988,3,1087.716
outlay,Total,Total,1986-02-01,TRUE,FALSE,1989,4,1135.215
outlay,Total,Total,1986-02-01,TRUE,FALSE,1990,5,1188.822
outlay,Total,Total,1986-02-01,TRUE,FALSE,1991,6,1249.776
outlay,Total,Total,1987-02-01,TRUE,FALSE,1987,1,1009.838
outlay,Total,Total,1987-02-01,TRUE,FALSE,1988,2,1071.135
outlay,Total,Total,1987-02-01,TRUE,FALSE,1989,3,1126.32
outlay,Total,Total,1987-02-01,TRUE,FALSE,1990,4,1187.758
outlay,Total,Total,1987-02-01,TRUE,FALSE,1991,5,1248.41
outlay,Total,Total,1987-02-01,TRUE,FALSE,1992,6,1306.424
