component,category,subcategory,baseline_date,Spring_flag,Winter_flag,projected_fiscal_year,projected_year_number,value
revenue,Excise Taxes,Excise Taxes,2006-01-01,FALSE,TRUE,2009,4,80.343
revenue,Excise Taxes,Excise Taxes,2006-01-01,FALSE,TRUE,2010,5,82.158
revenue,Excise Taxes,Excise Taxes,2006-01-01,FALSE,TRUE,2011,6,86.553
revenue,Excise Taxes,Excise Taxes,2006-01-01,FALSE,TRUE,2012,7,89.452
revenue,Excise Taxes,Excise Taxes,2006-01-01,FALSE,TRUE,2013,8,91.423
revenue,Excise Taxes,Excise Taxes,2006-01-01,FALSE,TRUE,2014,9,93.112
revenue,Excise Taxes,Excise Taxes,2006-01-01,FALSE,TRUE,2015,10,95.082
revenue,Excise Taxes,Excise Taxes,2006-01-01,FALSE,TRUE,2016,11,97.149
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-01-01,FALSE,TRUE,2005,0,24.764
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-01-01,FALSE,TRUE,2006,1,27.857
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-01-01,FALSE,TRUE,2007,2,26.112
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-01-01,FALSE,TRUE,2008,3,27.781
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-01-01,FALSE,TRUE,2009,4,28.633
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-01-01,FALSE,TRUE,2010,5,21.629
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-01-01,FALSE,TRUE,2011,6,19.725
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-01-01,FALSE,TRUE,2012,7,45.263
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-01-01,FALSE,TRUE,2013,8,49.395
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-01-01,FALSE,TRUE,2014,9,55.339
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-01-01,FALSE,TRUE,2015,10,61.334
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-01-01,FALSE,TRUE,2016,11,66.719
revenue,Customs Duties,Customs Duties,2006-01-01,FALSE,TRUE,2005,0,23.379
revenue,Customs Duties,Customs Duties,2006-01-01,FALSE,TRUE,2006,1,24.961
revenue,Customs Duties,Customs Duties,2006-01-01,FALSE,TRUE,2007,2,26.419
revenue,Customs Duties,Customs Duties,2006-01-01,FALSE,TRUE,2008,3,28.164
revenue,Customs Duties,Customs Duties,2006-01-01,FALSE,TRUE,2009,4,28.894
revenue,Customs Duties,Customs Duties,2006-01-01,FALSE,TRUE,2010,5,30.16
revenue,Customs Duties,Customs Duties,2006-01-01,FALSE,TRUE,2011,6,31.485
revenue,Customs Duties,Customs Duties,2006-01-01,FALSE,TRUE,2012,7,32.956
revenue,Customs Duties,Customs Duties,2006-01-01,FALSE,TRUE,2013,8,34.741
revenue,Customs Duties,Customs Duties,2006-01-01,FALSE,TRUE,2014,9,36.704
revenue,Customs Duties,Customs Duties,2006-01-01,FALSE,TRUE,2015,10,38.798
revenue,Customs Duties,Customs Duties,2006-01-01,FALSE,TRUE,2016,11,41.101
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-01-01,FALSE,TRUE,2005,0,32.993
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-01-01,FALSE,TRUE,2006,1,40.876
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-01-01,FALSE,TRUE,2007,2,46.943
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-01-01,FALSE,TRUE,2008,3,49.257
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-01-01,FALSE,TRUE,2009,4,50.941
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-01-01,FALSE,TRUE,2010,5,53.151
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-01-01,FALSE,TRUE,2011,6,55.099
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-01-01,FALSE,TRUE,2012,7,57.059
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-01-01,FALSE,TRUE,2013,8,59.134
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-01-01,FALSE,TRUE,2014,9,61.287
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-01-01,FALSE,TRUE,2015,10,63.487
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-01-01,FALSE,TRUE,2016,11,65.677
revenue,Total,Total,2006-03-01,FALSE,FALSE,2006,1,2312.609
revenue,Total,Total,2006-03-01,FALSE,FALSE,2007,2,2461.416
revenue,Total,Total,2006-03-01,FALSE,FALSE,2008,3,2598.239
revenue,Total,Total,2006-03-01,FALSE,FALSE,2009,4,2743.351
revenue,Total,Total,2006-03-01,FALSE,FALSE,2010,5,2883.316
revenue,Total,Total,2006-03-01,FALSE,FALSE,2011,6,3139.093
revenue,Total,Total,2006-03-01,FALSE,FALSE,2012,7,3378.49
revenue,Total,Total,2006-03-01,FALSE,FALSE,2013,8,3546.382
revenue,Total,Total,2006-03-01,FALSE,FALSE,2014,9,3724.617
revenue,Total,Total,2006-03-01,FALSE,FALSE,2015,10,3913.037
revenue,Total,Total,2006-03-01,FALSE,FALSE,2016,11,4113.991
revenue,Individual Income Taxes,Individual Income Taxes,2006-03-01,FALSE,FALSE,2006,1,1003.412
revenue,Individual Income Taxes,Individual Income Taxes,2006-03-01,FALSE,FALSE,2007,2,1108.14
revenue,Individual Income Taxes,Individual Income Taxes,2006-03-01,FALSE,FALSE,2008,3,1189.611
revenue,Individual Income Taxes,Individual Income Taxes,2006-03-01,FALSE,FALSE,2009,4,1280.979
revenue,Individual Income Taxes,Individual Income Taxes,2006-03-01,FALSE,FALSE,2010,5,1374.146
revenue,Individual Income Taxes,Individual Income Taxes,2006-03-01,FALSE,FALSE,2011,6,1572.26
revenue,Individual Income Taxes,Individual Income Taxes,2006-03-01,FALSE,FALSE,2012,7,1723.981
revenue,Individual Income Taxes,Individual Income Taxes,2006-03-01,FALSE,FALSE,2013,8,1824.155
revenue,Individual Income Taxes,Individual Income Taxes,2006-03-01,FALSE,FALSE,2014,9,1930.182
revenue,Individual Income Taxes,Individual Income Taxes,2006-03-01,FALSE,FALSE,2015,10,2042.915
revenue,Individual Income Taxes,Individual Income Taxes,2006-03-01,FALSE,FALSE,2016,11,2164.122
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-03-01,FALSE,FALSE,2006,1,302.158
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-03-01,FALSE,FALSE,2007,2,295.61
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-03-01,FALSE,FALSE,2008,3,299.985
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-03-01,FALSE,FALSE,2009,4,302.97
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-03-01,FALSE,FALSE,2010,5,304.53
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-03-01,FALSE,FALSE,2011,6,309.435
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-03-01,FALSE,FALSE,2012,7,317.146
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-03-01,FALSE,FALSE,2013,8,325.657
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-03-01,FALSE,FALSE,2014,9,335.42
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-03-01,FALSE,FALSE,2015,10,346.498
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-03-01,FALSE,FALSE,2016,11,359.595
revenue,Payroll Taxes,Payroll Taxes,2006-03-01,FALSE,FALSE,2006,1,838.016
revenue,Payroll Taxes,Payroll Taxes,2006-03-01,FALSE,FALSE,2007,2,881.73
revenue,Payroll Taxes,Payroll Taxes,2006-03-01,FALSE,FALSE,2008,3,924.817
revenue,Payroll Taxes,Payroll Taxes,2006-03-01,FALSE,FALSE,2009,4,970.012
revenue,Payroll Taxes,Payroll Taxes,2006-03-01,FALSE,FALSE,2010,5,1016.877
revenue,Payroll Taxes,Payroll Taxes,2006-03-01,FALSE,FALSE,2011,6,1063.895
revenue,Payroll Taxes,Payroll Taxes,2006-03-01,FALSE,FALSE,2012,7,1111.999
revenue,Payroll Taxes,Payroll Taxes,2006-03-01,FALSE,FALSE,2013,8,1161.218
revenue,Payroll Taxes,Payroll Taxes,2006-03-01,FALSE,FALSE,2014,9,1211.89
revenue,Payroll Taxes,Payroll Taxes,2006-03-01,FALSE,FALSE,2015,10,1264.228
revenue,Payroll Taxes,Payroll Taxes,2006-03-01,FALSE,FALSE,2016,11,1318.875
revenue,Excise Taxes,Excise Taxes,2006-03-01,FALSE,FALSE,2006,1,75.158
revenue,Excise Taxes,Excise Taxes,2006-03-01,FALSE,FALSE,2007,2,76.236
revenue,Excise Taxes,Excise Taxes,2006-03-01,FALSE,FALSE,2008,3,78.187
revenue,Excise Taxes,Excise Taxes,2006-03-01,FALSE,FALSE,2009,4,80.343
revenue,Excise Taxes,Excise Taxes,2006-03-01,FALSE,FALSE,2010,5,82.158
revenue,Excise Taxes,Excise Taxes,2006-03-01,FALSE,FALSE,2011,6,86.553
revenue,Excise Taxes,Excise Taxes,2006-03-01,FALSE,FALSE,2012,7,89.452
revenue,Excise Taxes,Excise Taxes,2006-03-01,FALSE,FALSE,2013,8,91.423
revenue,Excise Taxes,Excise Taxes,2006-03-01,FALSE,FALSE,2014,9,93.112
revenue,Excise Taxes,Excise Taxes,2006-03-01,FALSE,FALSE,2015,10,95.082
revenue,Excise Taxes,Excise Taxes,2006-03-01,FALSE,FALSE,2016,11,97.149
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-03-01,FALSE,FALSE,2006,1,27.857
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-03-01,FALSE,FALSE,2007,2,26.112
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-03-01,FALSE,FALSE,2008,3,27.781
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-03-01,FALSE,FALSE,2009,4,28.633
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-03-01,FALSE,FALSE,2010,5,21.629
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-03-01,FALSE,FALSE,2011,6,19.725
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-03-01,FALSE,FALSE,2012,7,45.263
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-03-01,FALSE,FALSE,2013,8,49.395
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-03-01,FALSE,FALSE,2014,9,55.339
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-03-01,FALSE,FALSE,2015,10,61.334
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-03-01,FALSE,FALSE,2016,11,66.719
revenue,Customs Duties,Customs Duties,2006-03-01,FALSE,FALSE,2006,1,24.961
revenue,Customs Duties,Customs Duties,2006-03-01,FALSE,FALSE,2007,2,26.419
revenue,Customs Duties,Customs Duties,2006-03-01,FALSE,FALSE,2008,3,28.164
revenue,Customs Duties,Customs Duties,2006-03-01,FALSE,FALSE,2009,4,28.894
revenue,Customs Duties,Customs Duties,2006-03-01,FALSE,FALSE,2010,5,30.16
revenue,Customs Duties,Customs Duties,2006-03-01,FALSE,FALSE,2011,6,31.485
revenue,Customs Duties,Customs Duties,2006-03-01,FALSE,FALSE,2012,7,32.956
revenue,Customs Duties,Customs Duties,2006-03-01,FALSE,FALSE,2013,8,34.741
revenue,Customs Duties,Customs Duties,2006-03-01,FALSE,FALSE,2014,9,36.704
revenue,Customs Duties,Customs Duties,2006-03-01,FALSE,FALSE,2015,10,38.798
revenue,Customs Duties,Customs Duties,2006-03-01,FALSE,FALSE,2016,11,41.101
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-03-01,FALSE,FALSE,2006,1,41.047
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-03-01,FALSE,FALSE,2007,2,47.17
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-03-01,FALSE,FALSE,2008,3,49.693
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-03-01,FALSE,FALSE,2009,4,51.522
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-03-01,FALSE,FALSE,2010,5,53.816
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-03-01,FALSE,FALSE,2011,6,55.74
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-03-01,FALSE,FALSE,2012,7,57.694
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-03-01,FALSE,FALSE,2013,8,59.793
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-03-01,FALSE,FALSE,2014,9,61.97
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-03-01,FALSE,FALSE,2015,10,64.183
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-03-01,FALSE,FALSE,2016,11,66.43
revenue,Total,Total,2006-08-01,FALSE,FALSE,2006,1,2403.076
revenue,Total,Total,2006-08-01,FALSE,FALSE,2007,2,2514.752
revenue,Total,Total,2006-08-01,FALSE,FALSE,2008,3,2671.774
revenue,Total,Total,2006-08-01,FALSE,FALSE,2009,4,2775.02
revenue,Total,Total,2006-08-01,FALSE,FALSE,2010,5,2889.822
revenue,Total,Total,2006-08-01,FALSE,FALSE,2011,6,3155.7
revenue,Total,Total,2006-08-01,FALSE,FALSE,2012,7,3397.55
revenue,Total,Total,2006-08-01,FALSE,FALSE,2013,8,3555.132
revenue,Total,Total,2006-08-01,FALSE,FALSE,2014,9,3732.999
revenue,Total,Total,2006-08-01,FALSE,FALSE,2015,10,3922.179
revenue,Total,Total,2006-08-01,FALSE,FALSE,2016,11,4117.995
revenue,Individual Income Taxes,Individual Income Taxes,2006-08-01,FALSE,FALSE,2006,1,1059.434
revenue,Individual Income Taxes,Individual Income Taxes,2006-08-01,FALSE,FALSE,2007,2,1142.173
revenue,Individual Income Taxes,Individual Income Taxes,2006-08-01,FALSE,FALSE,2008,3,1246.04
revenue,Individual Income Taxes,Individual Income Taxes,2006-08-01,FALSE,FALSE,2009,4,1311.157
revenue,Individual Income Taxes,Individual Income Taxes,2006-08-01,FALSE,FALSE,2010,5,1391.967
revenue,Individual Income Taxes,Individual Income Taxes,2006-08-01,FALSE,FALSE,2011,6,1594.957
revenue,Individual Income Taxes,Individual Income Taxes,2006-08-01,FALSE,FALSE,2012,7,1737.366
revenue,Individual Income Taxes,Individual Income Taxes,2006-08-01,FALSE,FALSE,2013,8,1846.369
revenue,Individual Income Taxes,Individual Income Taxes,2006-08-01,FALSE,FALSE,2014,9,1951.348
revenue,Individual Income Taxes,Individual Income Taxes,2006-08-01,FALSE,FALSE,2015,10,2064.884
revenue,Individual Income Taxes,Individual Income Taxes,2006-08-01,FALSE,FALSE,2016,11,2186.335
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-08-01,FALSE,FALSE,2006,1,340.057
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-08-01,FALSE,FALSE,2007,2,336.722
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-08-01,FALSE,FALSE,2008,3,331.827
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-08-01,FALSE,FALSE,2009,4,317.055
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-08-01,FALSE,FALSE,2010,5,304.117
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-08-01,FALSE,FALSE,2011,6,312.401
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-08-01,FALSE,FALSE,2012,7,325.736
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-08-01,FALSE,FALSE,2013,8,313.694
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-08-01,FALSE,FALSE,2014,9,324.221
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-08-01,FALSE,FALSE,2015,10,333.741
revenue,Corporate Income Taxes,Corporate Income Taxes,2006-08-01,FALSE,FALSE,2016,11,344.643
revenue,Payroll Taxes,Payroll Taxes,2006-08-01,FALSE,FALSE,2006,1,833.698
revenue,Payroll Taxes,Payroll Taxes,2006-08-01,FALSE,FALSE,2007,2,873.895
revenue,Payroll Taxes,Payroll Taxes,2006-08-01,FALSE,FALSE,2008,3,917.607
revenue,Payroll Taxes,Payroll Taxes,2006-08-01,FALSE,FALSE,2009,4,963.965
revenue,Payroll Taxes,Payroll Taxes,2006-08-01,FALSE,FALSE,2010,5,1012.604
revenue,Payroll Taxes,Payroll Taxes,2006-08-01,FALSE,FALSE,2011,6,1060.397
revenue,Payroll Taxes,Payroll Taxes,2006-08-01,FALSE,FALSE,2012,7,1109.195
revenue,Payroll Taxes,Payroll Taxes,2006-08-01,FALSE,FALSE,2013,8,1158.876
revenue,Payroll Taxes,Payroll Taxes,2006-08-01,FALSE,FALSE,2014,9,1210.123
revenue,Payroll Taxes,Payroll Taxes,2006-08-01,FALSE,FALSE,2015,10,1261.904
revenue,Payroll Taxes,Payroll Taxes,2006-08-01,FALSE,FALSE,2016,11,1313.86
revenue,Excise Taxes,Excise Taxes,2006-08-01,FALSE,FALSE,2006,1,73.8
revenue,Excise Taxes,Excise Taxes,2006-08-01,FALSE,FALSE,2007,2,62.315
revenue,Excise Taxes,Excise Taxes,2006-08-01,FALSE,FALSE,2008,3,70.326
revenue,Excise Taxes,Excise Taxes,2006-08-01,FALSE,FALSE,2009,4,73.678
revenue,Excise Taxes,Excise Taxes,2006-08-01,FALSE,FALSE,2010,5,74.88
revenue,Excise Taxes,Excise Taxes,2006-08-01,FALSE,FALSE,2011,6,78.98
revenue,Excise Taxes,Excise Taxes,2006-08-01,FALSE,FALSE,2012,7,81.684
revenue,Excise Taxes,Excise Taxes,2006-08-01,FALSE,FALSE,2013,8,83.463
revenue,Excise Taxes,Excise Taxes,2006-08-01,FALSE,FALSE,2014,9,84.989
revenue,Excise Taxes,Excise Taxes,2006-08-01,FALSE,FALSE,2015,10,86.711
revenue,Excise Taxes,Excise Taxes,2006-08-01,FALSE,FALSE,2016,11,88.56
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-08-01,FALSE,FALSE,2006,1,27.514
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-08-01,FALSE,FALSE,2007,2,24.198
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-08-01,FALSE,FALSE,2008,3,26.117
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-08-01,FALSE,FALSE,2009,4,27.358
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-08-01,FALSE,FALSE,2010,5,21.167
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-08-01,FALSE,FALSE,2011,6,20.696
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-08-01,FALSE,FALSE,2012,7,51.698
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-08-01,FALSE,FALSE,2013,8,56.83
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-08-01,FALSE,FALSE,2014,9,62.035
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-08-01,FALSE,FALSE,2015,10,70.024
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2006-08-01,FALSE,FALSE,2016,11,74.796
revenue,Customs Duties,Customs Duties,2006-08-01,FALSE,FALSE,2006,1,24.554
revenue,Customs Duties,Customs Duties,2006-08-01,FALSE,FALSE,2007,2,25.977
revenue,Customs Duties,Customs Duties,2006-08-01,FALSE,FALSE,2008,3,27.606
revenue,Customs Duties,Customs Duties,2006-08-01,FALSE,FALSE,2009,4,28.153
revenue,Customs Duties,Customs Duties,2006-08-01,FALSE,FALSE,2010,5,29.6
revenue,Customs Duties,Customs Duties,2006-08-01,FALSE,FALSE,2011,6,31.11
revenue,Customs Duties,Customs Duties,2006-08-01,FALSE,FALSE,2012,7,32.962
revenue,Customs Duties,Customs Duties,2006-08-01,FALSE,FALSE,2013,8,35.091
revenue,Customs Duties,Customs Duties,2006-08-01,FALSE,FALSE,2014,9,37.382
revenue,Customs Duties,Customs Duties,2006-08-01,FALSE,FALSE,2015,10,39.81
revenue,Customs Duties,Customs Duties,2006-08-01,FALSE,FALSE,2016,11,42.443
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-08-01,FALSE,FALSE,2006,1,44.019
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-08-01,FALSE,FALSE,2007,2,49.473
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-08-01,FALSE,FALSE,2008,3,52.251
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-08-01,FALSE,FALSE,2009,4,53.653
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-08-01,FALSE,FALSE,2010,5,55.488
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-08-01,FALSE,FALSE,2011,6,57.158
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-08-01,FALSE,FALSE,2012,7,58.909
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-08-01,FALSE,FALSE,2013,8,60.81
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-08-01,FALSE,FALSE,2014,9,62.902
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-08-01,FALSE,FALSE,2015,10,65.105
revenue,Miscellaneous Receipts,Miscellaneous Receipts,2006-08-01,FALSE,FALSE,2016,11,67.357
revenue,Total,Total,2007-01-01,FALSE,TRUE,2006,0,2406.677
revenue,Total,Total,2007-01-01,FALSE,TRUE,2007,1,2542.287
revenue,Total,Total,2007-01-01,FALSE,TRUE,2008,2,2719.603
revenue,Total,Total,2007-01-01,FALSE,TRUE,2009,3,2809.279
revenue,Total,Total,2007-01-01,FALSE,TRUE,2010,4,2900.801
revenue,Total,Total,2007-01-01,FALSE,TRUE,2011,5,3166.623
revenue,Total,Total,2007-01-01,FALSE,TRUE,2012,6,3404.359
revenue,Total,Total,2007-01-01,FALSE,TRUE,2013,7,3550.001
revenue,Total,Total,2007-01-01,FALSE,TRUE,2014,8,3717.159
revenue,Total,Total,2007-01-01,FALSE,TRUE,2015,9,3895.779
revenue,Total,Total,2007-01-01,FALSE,TRUE,2016,10,4083.881
revenue,Total,Total,2007-01-01,FALSE,TRUE,2017,11,4283.646
revenue,Individual Income Taxes,Individual Income Taxes,2007-01-01,FALSE,TRUE,2006,0,1043.908
revenue,Individual Income Taxes,Individual Income Taxes,2007-01-01,FALSE,TRUE,2007,1,1143.917
revenue,Individual Income Taxes,Individual Income Taxes,2007-01-01,FALSE,TRUE,2008,2,1258.544
revenue,Individual Income Taxes,Individual Income Taxes,2007-01-01,FALSE,TRUE,2009,3,1310.577
revenue,Individual Income Taxes,Individual Income Taxes,2007-01-01,FALSE,TRUE,2010,4,1380.105
revenue,Individual Income Taxes,Individual Income Taxes,2007-01-01,FALSE,TRUE,2011,5,1583.759
revenue,Individual Income Taxes,Individual Income Taxes,2007-01-01,FALSE,TRUE,2012,6,1729.515
revenue,Individual Income Taxes,Individual Income Taxes,2007-01-01,FALSE,TRUE,2013,7,1829.775
revenue,Individual Income Taxes,Individual Income Taxes,2007-01-01,FALSE,TRUE,2014,8,1928.156
revenue,Individual Income Taxes,Individual Income Taxes,2007-01-01,FALSE,TRUE,2015,9,2035.634
revenue,Individual Income Taxes,Individual Income Taxes,2007-01-01,FALSE,TRUE,2016,10,2148.584
revenue,Individual Income Taxes,Individual Income Taxes,2007-01-01,FALSE,TRUE,2017,11,2268.617
revenue,Corporate Income Taxes,Corporate Income Taxes,2007-01-01,FALSE,TRUE,2006,0,353.915
revenue,Corporate Income Taxes,Corporate Income Taxes,2007-01-01,FALSE,TRUE,2007,1,368.263
revenue,Corporate Income Taxes,Corporate Income Taxes,2007-01-01,FALSE,TRUE,2008,2,373.585
revenue,Corporate Income Taxes,Corporate Income Taxes,2007-01-01,FALSE,TRUE,2009,3,360.173
revenue,Corporate Income Taxes,Corporate Income Taxes,2007-01-01,FALSE,TRUE,2010,4,335.692
revenue,Corporate Income Taxes,Corporate Income Taxes,2007-01-01,FALSE,TRUE,2011,5,339.26
revenue,Corporate Income Taxes,Corporate Income Taxes,2007-01-01,FALSE,TRUE,2012,6,348.943
revenue,Corporate Income Taxes,Corporate Income Taxes,2007-01-01,FALSE,TRUE,2013,7,332.885
revenue,Corporate Income Taxes,Corporate Income Taxes,2007-01-01,FALSE,TRUE,2014,8,340.416
revenue,Corporate Income Taxes,Corporate Income Taxes,2007-01-01,FALSE,TRUE,2015,9,348.734
revenue,Corporate Income Taxes,Corporate Income Taxes,2007-01-01,FALSE,TRUE,2016,10,359.805
revenue,Corporate Income Taxes,Corporate Income Taxes,2007-01-01,FALSE,TRUE,2017,11,373.122
revenue,Payroll Taxes,Payroll Taxes,2007-01-01,FALSE,TRUE,2006,0,837.822
revenue,Payroll Taxes,Payroll Taxes,2007-01-01,FALSE,TRUE,2007,1,874.902
revenue,Payroll Taxes,Payroll Taxes,2007-01-01,FALSE,TRUE,2008,2,914.352
revenue,Payroll Taxes,Payroll Taxes,2007-01-01,FALSE,TRUE,2009,3,957.986
revenue,Payroll Taxes,Payroll Taxes,2007-01-01,FALSE,TRUE,2010,4,1004.212
revenue,Payroll Taxes,Payroll Taxes,2007-01-01,FALSE,TRUE,2011,5,1051.774
revenue,Payroll Taxes,Payroll Taxes,2007-01-01,FALSE,TRUE,2012,6,1100.412
revenue,Payroll Taxes,Payroll Taxes,2007-01-01,FALSE,TRUE,2013,7,1149.284
revenue,Payroll Taxes,Payroll Taxes,2007-01-01,FALSE,TRUE,2014,8,1198.461
revenue,Payroll Taxes,Payroll Taxes,2007-01-01,FALSE,TRUE,2015,9,1249.305
revenue,Payroll Taxes,Payroll Taxes,2007-01-01,FALSE,TRUE,2016,10,1300.897
revenue,Payroll Taxes,Payroll Taxes,2007-01-01,FALSE,TRUE,2017,11,1353.979
revenue,Excise Taxes,Excise Taxes,2007-01-01,FALSE,TRUE,2006,0,73.962
revenue,Excise Taxes,Excise Taxes,2007-01-01,FALSE,TRUE,2007,1,58.67
revenue,Excise Taxes,Excise Taxes,2007-01-01,FALSE,TRUE,2008,2,68.884
revenue,Excise Taxes,Excise Taxes,2007-01-01,FALSE,TRUE,2009,3,71.876
revenue,Excise Taxes,Excise Taxes,2007-01-01,FALSE,TRUE,2010,4,72.891
revenue,Excise Taxes,Excise Taxes,2007-01-01,FALSE,TRUE,2011,5,78.43
revenue,Excise Taxes,Excise Taxes,2007-01-01,FALSE,TRUE,2012,6,81.51
revenue,Excise Taxes,Excise Taxes,2007-01-01,FALSE,TRUE,2013,7,83.215
revenue,Excise Taxes,Excise Taxes,2007-01-01,FALSE,TRUE,2014,8,84.683
revenue,Excise Taxes,Excise Taxes,2007-01-01,FALSE,TRUE,2015,9,86.343
revenue,Excise Taxes,Excise Taxes,2007-01-01,FALSE,TRUE,2016,10,88.124
revenue,Excise Taxes,Excise Taxes,2007-01-01,FALSE,TRUE,2017,11,89.952
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2007-01-01,FALSE,TRUE,2006,0,27.877
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2007-01-01,FALSE,TRUE,2007,1,23.789
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2007-01-01,FALSE,TRUE,2008,2,24.914
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2007-01-01,FALSE,TRUE,2009,3,25.988
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2007-01-01,FALSE,TRUE,2010,4,20.72
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2007-01-01,FALSE,TRUE,2011,5,22.445
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2007-01-01,FALSE,TRUE,2012,6,49.7
revenue,Estate and Gift Taxes,Estate and Gift Taxes,2007-01-01,FALSE,TRUE,2013,7,56.018
